AOD_unit,lat,AOD_23.25,AOD_24.25,AOD_25.25,AOD_26.25,AOD_27.25,date,lon,Evaporation_unit,Evaporation_23.25,Evaporation_24.25,Evaporation_25.25,Evaporation_26.25,Evaporation_27.25,Humidity_unit,Humidity_23.25,Humidity_24.25,Humidity_25.25,Humidity_26.25,Humidity_27.25,Precipitation_unit,Precipitation_23.25,Precipitation_24.25,Precipitation_25.25,Precipitation_26.25,Precipitation_27.25,Runoff_unit,Runoff_23.25,Runoff_24.25,Runoff_25.25,Runoff_26.25,Runoff_27.25,Soil_Moisture_unit,Soil_Moisture_23.25,Soil_Moisture_24.25,Soil_Moisture_25.25,Soil_Moisture_26.25,Soil_Moisture_27.25,Temp_Max_unit,Temp_Max_23.25,Temp_Max_24.25,Temp_Max_25.25,Temp_Max_26.25,Temp_Max_27.25,Temp_Min_unit,Temp_Min_23.25,Temp_Min_24.25,Temp_Min_25.25,Temp_Min_26.25,Temp_Min_27.25,Water_Vapour_unit,Water_Vapour_23.25,Water_Vapour_24.25,Water_Vapour_25.25,Water_Vapour_26.25,Water_Vapour_27.25,Wind_Speed_unit,Wind_Speed_23.25,Wind_Speed_24.25,Wind_Speed_25.25,Wind_Speed_26.25,Wind_Speed_27.25
Unitless,LONG,69.75,69.75,69.75,69.75,69.75,1980-01-31,0.0,X 10-6 mm/sec,69.75,69.75,69.75,69.75,69.75,X 10-2 Unitless,69.75,69.75,69.75,69.75,69.75,mm,69.75,69.75,69.75,69.75,69.75,X 10-6 mm/s,69.75,69.75,69.75,69.75,69.75,Kg/m2,69.75,69.75,69.75,69.75,69.75,0C,69.75,69.75,69.75,69.75,69.75,0C,69.75,69.75,69.75,69.75,69.75,Kg/m2,69.75,69.75,69.75,69.75,69.75,m/s,69.75,69.75,69.75,69.75,69.75
Unitless,1980-01-01 00:00:00,0.101192808896303,0.104541435837745,0.105707858502864,0.111896745860576,0.108906108140945,1980-02-29,0.0,X 10-6 mm/sec,5.51646294297825,4.2925105390168,3.3332101793348494,2.07203956961166,2.00452716399013,X 10-2 Unitless,0.450510345399379,0.39964998839423,0.377768059261143,0.362644996494054,0.352169778198003,mm,0.1354,0.0,0.0,0.0,0.0,X 10-6 mm/s,0.0065334222476565,0.0665753532302915,0.0261582879801381,0.0025568394068642,0.0053051838477813,Kg/m2,0.470559686422348,0.388105452060699,0.218619331717491,0.162694856524467,0.161565199494362,0C,26.53451612903226,25.56903225806452,24.54967741935484,24.34032258064516,24.36387096774193,0C,12.83354838709677,11.9958064516129,8.735161290322582,7.92,7.749677419354839,Kg/m2,9.85443096160888,10.0187276840209,10.2798308372497,10.5488983154296,10.8240656852722,m/s,6.00744256973266,5.71324253082275,5.42428660392761,5.02954921722412,4.27102975845336
Unitless,1980-02-01 00:00:00,0.173470942676067,0.186866356432437,0.188740748167037,0.194720427691936,0.20077751725912,1980-03-31,0.0,X 10-6 mm/sec,3.9732286268190298,3.42082612405647,1.8676242575565905,1.5774952089486702,1.92604525182105,X 10-2 Unitless,0.6481306813657279,0.539927785284817,0.44921503867954,0.394248256925493,0.3664708347059779,mm,0.0,0.0,0.0,0.0,0.0,X 10-6 mm/s,0.002761279649377,0.0375741002756058,0.011178787673316,0.0027441346972523,0.0180928445558948,Kg/m2,0.465127199888229,0.382021903991699,0.211898416280746,0.155852094292641,0.155418783426285,0C,29.77103448275862,29.24241379310345,28.88275862068966,28.85551724137931,28.94931034482758,0C,15.28,15.17103448275862,12.78689655172414,12.13931034482759,12.19275862068966,Kg/m2,14.6689073562622,14.9045460700988,14.5189047813415,13.9993744850158,13.8019834518432,m/s,5.62293734550476,4.94967665672302,4.70569834709167,4.46648015975952,4.2221800327301
Unitless,1980-03-01 00:00:00,0.204825256764888,0.227415877580642,0.23653847426176,0.263460430502891,0.277408388257026,1980-04-30,0.0,X 10-6 mm/sec,1.25105856341178,2.05565420401399,1.6046930909396904,2.0474303028095098,2.7944553039560502,X 10-2 Unitless,0.7998205861076709,0.642159935086965,0.516264950856566,0.467527885921299,0.46802969649434,mm,0.0,0.0,0.0,0.0,3.2053,X 10-6 mm/s,3.8072453176218904e-06,0.0053626569851417,0.0051216142438192,0.0157342618933853,0.0340416157484924,Kg/m2,0.459862947463989,0.373257875442505,0.205656170845032,0.15037576854229,0.150896728038788,0C,32.24548387096774,32.03967741935484,32.2941935483871,32.2158064516129,32.19,0C,19.20354838709677,19.30161290322581,17.25129032258064,16.66645161290322,16.64612903225806,Kg/m2,16.7154239654541,16.4416079521179,15.8883821487426,16.1396875381469,16.7723264694213,m/s,6.10303301811218,5.62541303634643,5.09653263092041,5.22388215065002,5.06779541969299
Unitless,1980-04-01 00:00:00,0.239276309311389,0.292095145583152,0.308130693435668,0.327383109927177,0.327265349030494,1980-05-31,0.0,X 10-6 mm/sec,0.524852572425516,1.90979280887404,2.8457307962526097,3.20613121402857,4.25176515364,X 10-2 Unitless,1.096225194633,0.9057397302240132,0.738665950484573,0.6251755729317661,0.564975864253938,mm,0.0,0.0,0.0,0.0,0.0,X 10-6 mm/s,8.01023405049527e-08,0.0100274126779709,0.0189282705065352,0.0244034321639219,0.0571626586065577,Kg/m2,0.457891523838043,0.366927117109299,0.201171711087227,0.145506218075752,0.147552892565727,0C,36.80066666666666,37.66666666666666,39.525,39.92100000000001,39.952,0C,23.648,24.655,24.15333333333333,24.03333333333333,24.07733333333334,Kg/m2,19.543297958374,19.5838745117187,19.4135112762451,18.9539493560791,18.5279758453369,m/s,6.38369431495666,6.15680074691772,5.8761788368225,5.41507105827331,4.97475552558898
Unitless,1980-05-01 00:00:00,0.2985798984766,0.359509748220443,0.346137192845344,0.366101005673408,0.402456292510032,1980-06-30,0.0,X 10-6 mm/sec,0.177254791822178,1.1132827410165098,1.45190832654407,2.23730539801181,3.2142369946086498,X 10-2 Unitless,1.52248355560004,1.34419308975338,1.18664905428886,1.03746857494115,0.8779507502913471,mm,0.0,0.0,0.0,0.0,0.2182,X 10-6 mm/s,3.02018013462885e-07,0.0023076720534476,0.003310063556583,0.0121414149845123,0.0269992419532628,Kg/m2,0.457645863294601,0.362576246261597,0.198032647371292,0.142150163650513,0.142837256193161,0C,36.5916129032258,38.09483870967742,40.43322580645162,41.1741935483871,41.21193548387097,0C,25.81064516129032,26.40903225806451,26.09516129032258,26.3441935483871,26.41516129032258,Kg/m2,24.2465892791748,24.4475437164306,24.1578821182251,23.6634222030639,22.6152362823486,m/s,8.61272830963134,8.66242523193359,8.48910675048828,7.70178117752075,6.95729904174804
Unitless,1980-06-01 00:00:00,0.414462986588478,0.410574966669082,0.356118950247764,0.335594671964645,0.380149030685424,1980-07-31,0.0,X 10-6 mm/sec,18.6995190233574,12.7401264762738,7.95143273535359,6.68138623041159,6.0782690070482195,X 10-2 Unitless,1.8712874501943504,1.72365348786115,1.55282286927104,1.42757851630449,1.3226902578026,mm,374.934,266.8886,0.0,0.0,20.1667,X 10-6 mm/s,45.5559347756207,20.279754608054603,0.820482853214344,0.139744983584933,0.1005920751140369,Kg/m2,0.526651918888092,0.396737396717072,0.202105432748795,0.142635151743889,0.14066269993782,0C,35.06833333333334,36.80399999999999,38.63533333333333,39.77533333333334,39.96633333333333,0C,26.866,27.642,27.069,27.44933333333334,27.77,Kg/m2,49.5460060119628,45.9274108886718,41.4374446868896,37.6371273040771,35.4657188415527,m/s,7.74882969856262,7.55708336830139,7.39457731246948,7.45652265548706,7.17506313323974
Unitless,1980-07-01 00:00:00,0.677280503511428,0.62139201760292,0.57064408659935,0.556462854146957,0.612528526782989,1980-08-31,0.0,X 10-6 mm/sec,56.4587960980134,40.710920075070995,18.1123768925317,14.0821237437194,13.334493360162,X 10-2 Unitless,2.01948657631874,1.95792870596051,1.77694665268063,1.65868872776627,1.57671816647052,mm,178.8591,100.85,0.0,0.0,48.1122,X 10-6 mm/s,22.4366394832032,10.0305796877365,1.5137450191105,0.662578656829282,0.462040901538785,Kg/m2,0.846855461597443,0.584940671920776,0.262247085571289,0.166491642594337,0.154158368706703,0C,31.38677419354839,32.92322580645161,33.96129032258064,34.68290322580646,34.80483870967742,0C,25.75709677419355,26.33,25.49903225806452,25.68967741935484,25.75838709677419,Kg/m2,55.3138576507568,54.7715583801269,52.7911533355712,50.6085025787353,48.6477851867675,m/s,8.59462661743164,7.95774502754211,7.92289814949035,7.76252641677856,7.24302310943603
Unitless,1980-08-01 00:00:00,0.410315370559692,0.406057050824165,0.396798995137214,0.410325044393539,0.467498329281807,1980-09-30,0.0,X 10-6 mm/sec,46.0975516034523,26.729241108114294,9.51749398154788,8.95873163244687,9.08973233890719,X 10-2 Unitless,1.81272953748703,1.6971114464104102,1.52391986921429,1.43656856380403,1.38281844556331,mm,22.5736,0.5863,0.0,0.0,17.4168,X 10-6 mm/s,3.06568495034298,1.12095972326642,0.331418988253063,0.41008783568941,0.408727288458977,Kg/m2,0.686052739620209,0.470316857099533,0.241497725248337,0.177302479743958,0.171145841479301,0C,31.32096774193548,32.80612903225806,33.59903225806451,34.26612903225806,34.35903225806452,0C,25.11516129032258,25.74354838709677,24.93064516129032,25.13129032258065,25.22548387096774,Kg/m2,48.5403175354003,47.1864456176757,44.195901107788,41.6770389556884,40.1019626617431,m/s,7.19826717376709,7.11842851638794,7.35119633674621,7.51951665878295,7.39361214637756
Unitless,1980-09-01 00:00:00,0.187059520184993,0.228143583238124,0.221657416224479,0.220048709213733,0.244323942065238,1980-10-31,0.0,X 10-6 mm/sec,29.284516676852903,10.2556102319795,4.28008970629889,3.9734231904731097,3.97634789806033,X 10-2 Unitless,1.5663163457065798,1.40833158977329,1.28801247105002,1.20370196178555,1.1157158017158502,mm,2.4573,0.0,0.0,0.0,0.1271,X 10-6 mm/s,0.167253773497578,0.104149634694295,0.0360971164070634,0.0401189090837306,0.0486141793487603,Kg/m2,0.546534299850464,0.400587558746338,0.219907134771347,0.161464855074883,0.157538488507271,0C,32.62866666666667,34.148,35.40433333333333,36.02366666666667,36.136,0C,23.953,24.84733333333333,24.11266666666667,24.21566666666667,24.31433333333333,Kg/m2,36.9613334655761,36.8531215667724,34.6513767242431,32.4963237762451,30.2685714721679,m/s,6.26208834648132,6.418510389328,6.37276329994201,6.23543281555175,6.11399321556091
